日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2025-07-16,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.76,8112,1230.12,5.735,-,0,-144,0股,17.87%,66488.12,12.2%
2025-07-16,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.98,7774,-402.11,6.289,-,0,-39,0股,-4.92%,66488.12,11.69%
2025-07-16,股票,中远海控(601919.XSHG),多,500股,500股,15.39,7695,804,13.782,-,0,20,0股,11.67%,66488.12,11.57%
2025-07-16,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.31,8310,1148,7.162,-,0,-60,0股,16.03%,66488.12,12.5%
2025-07-16,股票,长沙银行(601577.XSHG),多,800股,800股,10.11,8088,888,9,-,0,-40,0股,12.33%,66488.12,12.16%
2025-07-16,股票,中国建筑(601668.XSHG),多,1300股,1300股,6.09,7917,627,5.608,-,0,-39,0股,8.6%,66488.12,11.91%
2025-07-16,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.25,8250,353,7.897,-,0,-50,0股,4.47%,66488.12,12.41%
2025-07-16,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.91,8211,221,3.805,-,0,-21,0股,2.77%,66488.12,12.35%
2025-07-16,,Cash,,,,,2131.12,,,,,,,,0
2025-07-17,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.7,8040,1158.12,5.735,-,0,-72,0股,16.83%,66121.44,12.16%
2025-07-17,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.81,7553,-403.41,6.12,-,0,-1.3,0股,-5.07%,66121.44,11.42%
2025-07-17,股票,中远海控(601919.XSHG),多,500股,500股,15.17,7585,694,13.782,-,0,-110,0股,10.07%,66121.44,11.47%
2025-07-17,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.3,8300,1138,7.162,-,0,-10,0股,15.89%,66121.44,12.55%
2025-07-17,股票,长沙银行(601577.XSHG),多,800股,800股,10.03,8024,824,9,-,0,-64,0股,11.44%,66121.44,12.14%
2025-07-17,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.82,7566,628.95,5.336,-,0,1.95,0股,9.07%,66121.44,11.44%
2025-07-17,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.27,8270,373,7.897,-,0,20,0股,4.72%,66121.44,12.51%
2025-07-17,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.83,8043,242,3.715,-,0,21,0股,3.1%,66121.44,12.16%
2025-07-17,,Cash,,,,,2740.44,,,,,,,,0
2025-07-18,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.71,8052,1170.12,5.735,-,0,12,0股,17%,66536.44,12.1%
2025-07-18,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.87,7631,-325.41,6.12,-,0,78,0股,-4.09%,66536.44,11.47%
2025-07-18,股票,中远海控(601919.XSHG),多,500股,500股,15.29,7645,754,13.782,-,0,60,0股,10.94%,66536.44,11.49%
2025-07-18,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.33,8330,1168,7.162,-,0,30,0股,16.31%,66536.44,12.52%
2025-07-18,股票,长沙银行(601577.XSHG),多,800股,800股,10.2,8160,960,9,-,0,136,0股,13.33%,66536.44,12.26%
2025-07-18,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.85,7605,667.95,5.336,-,0,39,0股,9.63%,66536.44,11.43%
2025-07-18,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.33,8330,433,7.897,-,0,60,0股,5.48%,66536.44,12.52%
2025-07-18,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.83,8043,242,3.715,-,0,0,0股,3.1%,66536.44,12.09%
2025-07-18,,Cash,,,,,2740.44,,,,,,,,0
2025-07-21,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.66,7992,1110.12,5.735,-,0,-60,0股,16.13%,67463.44,11.85%
2025-07-21,股票,山东路桥(000498.XSHE),多,1300股,1300股,6.04,7852,-104.41,6.12,-,0,221,0股,-1.31%,67463.44,11.64%
2025-07-21,股票,中远海控(601919.XSHG),多,500股,500股,15.61,7805,914,13.782,-,0,160,0股,13.26%,67463.44,11.57%
2025-07-21,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.27,8270,1108,7.162,-,0,-60,0股,15.47%,67463.44,12.26%
2025-07-21,股票,长沙银行(601577.XSHG),多,800股,800股,10.22,8176,976,9,-,0,16,0股,13.56%,67463.44,12.12%
2025-07-21,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.87,7631,693.95,5.336,-,0,26,0股,10%,67463.44,11.31%
2025-07-21,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.66,8660,763,7.897,-,0,330,0股,9.66%,67463.44,12.84%
2025-07-21,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.97,8337,536,3.715,-,0,294,0股,6.87%,67463.44,12.36%
2025-07-21,,Cash,,,,,2740.44,,,,,,,,0
2025-07-22,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.59,7908,1026.12,5.735,-,0,-84,0股,14.91%,68631.44,11.52%
2025-07-22,股票,山东路桥(000498.XSHE),多,1300股,1300股,6.16,8008,51.59,6.12,-,0,156,0股,0.65%,68631.44,11.67%
2025-07-22,股票,中远海控(601919.XSHG),多,500股,500股,16.18,8090,1199,13.782,-,0,285,0股,17.4%,68631.44,11.79%
2025-07-22,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.16,8160,998,7.162,-,0,-110,0股,13.93%,68631.44,11.89%
2025-07-22,股票,长沙银行(601577.XSHG),多,800股,800股,10.18,8144,944,9,-,0,-32,0股,13.11%,68631.44,11.87%
2025-07-22,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.98,7774,836.95,5.336,-,0,143,0股,12.06%,68631.44,11.33%
2025-07-22,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.81,8810,1213,7.597,-,0,450,0股,15.97%,68631.44,12.84%
2025-07-22,股票,陕建股份(600248.XSHG),多,2100股,2100股,4.17,8757,956,3.715,-,0,420,0股,12.25%,68631.44,12.76%
2025-07-22,,Cash,,,,,2980.44,,,,,,,,0
2025-07-23,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.62,7944,1062.12,5.735,-,0,36,0股,15.43%,68020.44,11.68%
2025-07-23,股票,山东路桥(000498.XSHE),多,1300股,1300股,6.08,7904,-52.41,6.12,-,0,-104,0股,-0.66%,68020.44,11.62%
2025-07-23,股票,中远海控(601919.XSHG),多,500股,500股,16.11,8055,1164,13.782,-,0,-35,0股,16.89%,68020.44,11.84%
2025-07-23,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.21,8210,1048,7.162,-,0,50,0股,14.63%,68020.44,12.07%
2025-07-23,股票,长沙银行(601577.XSHG),多,800股,800股,10.34,8272,1072,9,-,0,128,0股,14.89%,68020.44,12.16%
2025-07-23,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.89,7657,719.95,5.336,-,0,-117,0股,10.38%,68020.44,11.26%
2025-07-23,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.43,8430,833,7.597,-,0,-380,0股,10.96%,68020.44,12.39%
2025-07-23,股票,陕建股份(600248.XSHG),多,2100股,2100股,4.08,8568,767,3.715,-,0,-189,0股,9.83%,68020.44,12.6%
2025-07-23,,Cash,,,,,2980.44,,,,,,,,0
2025-07-24,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.55,7860,978.12,5.735,-,0,-84,0股,14.21%,67827.44,11.59%
2025-07-24,股票,山东路桥(000498.XSHE),多,1300股,1300股,6.08,7904,-52.41,6.12,-,0,0,0股,-0.66%,67827.44,11.65%
2025-07-24,股票,中远海控(601919.XSHG),多,500股,500股,16.34,8170,1279,13.782,-,0,115,0股,18.56%,67827.44,12.05%
2025-07-24,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.09,8090,928,7.162,-,0,-120,0股,12.96%,67827.44,11.93%
2025-07-24,股票,长沙银行(601577.XSHG),多,800股,800股,10.12,8096,896,9,-,0,-176,0股,12.44%,67827.44,11.94%
2025-07-24,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.89,7657,719.95,5.336,-,0,0,0股,10.38%,67827.44,11.29%
2025-07-24,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.46,8460,863,7.597,-,0,30,0股,11.36%,67827.44,12.47%
2025-07-24,股票,陕建股份(600248.XSHG),多,2100股,2100股,4.1,8610,809,3.715,-,0,42,0股,10.37%,67827.44,12.69%
2025-07-24,,Cash,,,,,2980.44,,,,,,,,0
2025-07-25,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.51,7812,930.12,5.735,-,0,-48,0股,13.52%,67206.44,11.62%
2025-07-25,股票,山东路桥(000498.XSHE),多,1300股,1300股,6.01,7813,-143.41,6.12,-,0,-91,0股,-1.8%,67206.44,11.63%
2025-07-25,股票,中远海控(601919.XSHG),多,500股,500股,16.43,8215,1324,13.782,-,0,45,0股,19.21%,67206.44,12.22%
2025-07-25,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.09,8090,928,7.162,-,0,0,0股,12.96%,67206.44,12.04%
2025-07-25,股票,长沙银行(601577.XSHG),多,800股,800股,10.12,8096,896,9,-,0,0,0股,12.44%,67206.44,12.05%
2025-07-25,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.8,7540,602.95,5.336,-,0,-117,0股,8.69%,67206.44,11.22%
2025-07-25,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.26,8260,663,7.597,-,0,-200,0股,8.73%,67206.44,12.29%
2025-07-25,股票,陕建股份(600248.XSHG),多,2100股,2100股,4,8400,599,3.715,-,0,-210,0股,7.68%,67206.44,12.5%
2025-07-25,,Cash,,,,,2980.44,,,,,,,,0
2025-07-28,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.56,7872,990.12,5.735,-,0,60,0股,14.39%,66901.44,11.77%
2025-07-28,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.97,7761,-195.41,6.12,-,0,-52,0股,-2.46%,66901.44,11.6%
2025-07-28,股票,中远海控(601919.XSHG),多,500股,500股,15.97,7985,1094,13.782,-,0,-230,0股,15.88%,66901.44,11.94%
2025-07-28,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.13,8130,968,7.162,-,0,40,0股,13.52%,66901.44,12.15%
2025-07-28,股票,长沙银行(601577.XSHG),多,800股,800股,10.16,8128,928,9,-,0,32,0股,12.89%,66901.44,12.15%
2025-07-28,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.76,7488,550.95,5.336,-,0,-52,0股,7.94%,66901.44,11.19%
2025-07-28,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.22,8220,623,7.597,-,0,-40,0股,8.2%,66901.44,12.29%
2025-07-28,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.97,8337,536,3.715,-,0,-63,0股,6.87%,66901.44,12.46%
2025-07-28,,Cash,,,,,2980.44,,,,,,,,0
2025-07-29,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.45,7740,858.12,5.735,-,0,-132,0股,12.47%,66376.44,11.66%
2025-07-29,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.94,7722,-234.41,6.12,-,0,-39,0股,-2.95%,66376.44,11.63%
2025-07-29,股票,中远海控(601919.XSHG),多,500股,500股,15.9,7950,1059,13.782,-,0,-35,0股,15.37%,66376.44,11.98%
2025-07-29,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.01,8010,848,7.162,-,0,-120,0股,11.84%,66376.44,12.07%
2025-07-29,股票,长沙银行(601577.XSHG),多,800股,800股,10.03,8024,824,9,-,0,-104,0股,11.44%,66376.44,12.09%
2025-07-29,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.75,7475,537.95,5.336,-,0,-13,0股,7.75%,66376.44,11.26%
2025-07-29,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.18,8180,583,7.597,-,0,-40,0股,7.67%,66376.44,12.32%
2025-07-29,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.95,8295,494,3.715,-,0,-42,0股,6.33%,66376.44,12.5%
2025-07-29,,Cash,,,,,2980.44,,,,,,,,0
2025-07-30,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.48,7776,894.12,5.735,-,0,36,0股,12.99%,66509.44,11.69%
2025-07-30,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.95,7735,-221.41,6.12,-,0,13,0股,-2.78%,66509.44,11.63%
2025-07-30,股票,中远海控(601919.XSHG),多,500股,500股,15.98,7990,1099,13.782,-,0,40,0股,15.95%,66509.44,12.01%
2025-07-30,股票,华夏银行(600015.XSHG),多,1000股,1000股,8.03,8030,868,7.162,-,0,20,0股,12.12%,66509.44,12.07%
2025-07-30,股票,长沙银行(601577.XSHG),多,800股,800股,10.07,8056,856,9,-,0,32,0股,11.89%,66509.44,12.11%
2025-07-30,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.76,7488,550.95,5.336,-,0,13,0股,7.94%,66509.44,11.26%
2025-07-30,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.18,8180,583,7.597,-,0,0,0股,7.67%,66509.44,12.3%
2025-07-30,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.94,8274,473,3.715,-,0,-21,0股,6.06%,66509.44,12.44%
2025-07-30,,Cash,,,,,2980.44,,,,,,,,0
2025-07-31,股票,贵阳银行(601997.XSHG),多,1200股,1200股,6.39,7668,786.12,5.735,-,0,-108,0股,11.42%,65514.44,11.7%
2025-07-31,股票,山东路桥(000498.XSHE),多,1300股,1300股,5.85,7605,-351.41,6.12,-,0,-130,0股,-4.42%,65514.44,11.61%
2025-07-31,股票,中远海控(601919.XSHG),多,500股,500股,15.64,7820,929,13.782,-,0,-170,0股,13.48%,65514.44,11.94%
2025-07-31,股票,华夏银行(600015.XSHG),多,1000股,1000股,7.95,7950,788,7.162,-,0,-80,0股,11%,65514.44,12.13%
2025-07-31,股票,长沙银行(601577.XSHG),多,800股,800股,9.88,7904,704,9,-,0,-152,0股,9.78%,65514.44,12.06%
2025-07-31,股票,中国建筑(601668.XSHG),多,1300股,1300股,5.66,7358,420.95,5.336,-,0,-130,0股,6.07%,65514.44,11.23%
2025-07-31,股票,中国铁建(601186.XSHG),多,1000股,1000股,8.06,8060,463,7.597,-,0,-120,0股,6.09%,65514.44,12.3%
2025-07-31,股票,陕建股份(600248.XSHG),多,2100股,2100股,3.89,8169,368,3.715,-,0,-105,0股,4.72%,65514.44,12.47%
2025-07-31,,Cash,,,,,2980.44,,,,,,,,0
2025-08-01,股票,贵阳银行(601997.XSHG),多,1100股,1100股,6.37,7007,698.61,5.735,-,0,-22,0股,11.07%,65397.51,10.71%
2025-08-01,股票,山东路桥(000498.XSHE),多,1200股,1200股,5.88,7056,-288.38,6.12,-,0,36,0股,-3.93%,65397.51,10.79%
2025-08-01,股票,中远海控(601919.XSHG),多,500股,500股,15.5,7750,859,13.782,-,0,-70,0股,12.47%,65397.51,11.85%
2025-08-01,股票,华夏银行(600015.XSHG),多,900股,900股,7.93,7137,691.2,7.162,-,0,-18,0股,10.72%,65397.51,10.91%
2025-08-01,股票,长沙银行(601577.XSHG),多,700股,700股,9.95,6965,665,9,-,0,49,0股,10.56%,65397.51,10.65%
2025-08-01,股票,中国建筑(601668.XSHG),多,1200股,1200股,5.64,6768,364.57,5.336,-,0,-24,0股,5.69%,65397.51,10.35%
2025-08-01,股票,中国铁建(601186.XSHG),多,900股,900股,8.06,7254,416.7,7.597,-,0,0,0股,6.09%,65397.51,11.09%
2025-08-01,股票,陕建股份(600248.XSHG),多,1700股,1700股,3.89,6613,297.9,3.715,-,0,0,0股,4.72%,65397.51,10.11%
2025-08-01,股票,北京银行(601169.XSHG),多,1000股,0股,6.48,6480,0,6.48,-,0,0,1000股,0%,65397.51,9.91%
2025-08-01,股票,中国中铁(601390.XSHG),多,400股,0股,5.67,2268,-12,5.7,-,0,-12,400股,-0.53%,65397.51,3.47%
2025-08-01,,Cash,,,,,99.51,,,,,,,,0
2025-08-04,股票,贵阳银行(601997.XSHG),多,1100股,1100股,6.39,7029,720.61,5.735,-,0,22,0股,11.42%,65415.51,10.75%
2025-08-04,股票,山东路桥(000498.XSHE),多,1200股,1200股,5.87,7044,-300.38,6.12,-,0,-12,0股,-4.09%,65415.51,10.77%
2025-08-04,股票,中远海控(601919.XSHG),多,500股,500股,15.4,7700,809,13.782,-,0,-50,0股,11.74%,65415.51,11.77%
2025-08-04,股票,华夏银行(600015.XSHG),多,900股,900股,7.92,7128,682.2,7.162,-,0,-9,0股,10.58%,65415.51,10.9%
2025-08-04,股票,长沙银行(601577.XSHG),多,700股,700股,10.01,7007,707,9,-,0,42,0股,11.22%,65415.51,10.71%
2025-08-04,股票,中国建筑(601668.XSHG),多,1200股,1200股,5.64,6768,364.57,5.336,-,0,0,0股,5.69%,65415.51,10.35%
2025-08-04,股票,中国铁建(601186.XSHG),多,900股,900股,8.08,7272,434.7,7.597,-,0,18,0股,6.36%,65415.51,11.12%
2025-08-04,股票,陕建股份(600248.XSHG),多,1700股,1700股,3.9,6630,314.9,3.715,-,0,17,0股,4.99%,65415.51,10.14%
2025-08-04,股票,北京银行(601169.XSHG),多,1000股,1000股,6.47,6470,-10,6.48,-,0,-10,0股,-0.15%,65415.51,9.89%
2025-08-04,股票,中国中铁(601390.XSHG),多,400股,400股,5.67,2268,-12,5.7,-,0,0,0股,-0.53%,65415.51,3.47%
2025-08-04,,Cash,,,,,99.51,,,,,,,,0
2025-08-05,股票,贵阳银行(601997.XSHG),多,1100股,1100股,6.52,7172,863.61,5.735,-,0,143,0股,13.69%,66067.51,10.86%
2025-08-05,股票,山东路桥(000498.XSHE),多,1200股,1200股,5.9,7080,-264.38,6.12,-,0,36,0股,-3.6%,66067.51,10.72%
2025-08-05,股票,中远海控(601919.XSHG),多,500股,500股,15.46,7730,839,13.782,-,0,30,0股,12.18%,66067.51,11.7%
2025-08-05,股票,华夏银行(600015.XSHG),多,900股,900股,8.08,7272,826.2,7.162,-,0,144,0股,12.82%,66067.51,11.01%
2025-08-05,股票,长沙银行(601577.XSHG),多,700股,700股,10.19,7133,833,9,-,0,126,0股,13.22%,66067.51,10.8%
2025-08-05,股票,中国建筑(601668.XSHG),多,1200股,1200股,5.67,6804,400.57,5.336,-,0,36,0股,6.26%,66067.51,10.3%
2025-08-05,股票,中国铁建(601186.XSHG),多,900股,900股,8.12,7308,470.7,7.597,-,0,36,0股,6.88%,66067.51,11.06%
2025-08-05,股票,陕建股份(600248.XSHG),多,1700股,1700股,3.91,6647,331.9,3.715,-,0,17,0股,5.26%,66067.51,10.06%
2025-08-05,股票,北京银行(601169.XSHG),多,1000股,1000股,6.55,6550,70,6.48,-,0,80,0股,1.08%,66067.51,9.91%
2025-08-05,股票,中国中铁(601390.XSHG),多,400股,400股,5.68,2272,-8,5.7,-,0,4,0股,-0.35%,66067.51,3.44%
2025-08-05,,Cash,,,,,99.51,,,,,,,,0
2025-08-06,股票,贵阳银行(601997.XSHG),多,1100股,1100股,6.46,7106,797.61,5.735,-,0,-66,0股,12.64%,66016.51,10.76%
2025-08-06,股票,山东路桥(000498.XSHE),多,1200股,1200股,5.88,7056,-288.38,6.12,-,0,-24,0股,-3.93%,66016.51,10.69%
2025-08-06,股票,中远海控(601919.XSHG),多,500股,500股,15.63,7815,924,13.782,-,0,85,0股,13.41%,66016.51,11.84%
2025-08-06,股票,华夏银行(600015.XSHG),多,900股,900股,8.08,7272,826.2,7.162,-,0,0,0股,12.82%,66016.51,11.02%
