日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2022-08-19,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.65,5580,144,4.53,-,0,48,0股,2.65%,50244.2,11.11%
2022-08-19,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.64,5568,156,4.51,-,0,24,0股,2.88%,50244.2,11.08%
2022-08-19,,Cash,,,,,16315.2,,,,,,,,0
2022-08-22,股票,中远海控(601919.XSHG),多,500股,500股,13.71,6855,-331.67,14.373,-,0,65,0股,-4.62%,50335.2,13.62%
2022-08-22,股票,九安医疗(002432.XSHE),多,100股,100股,49.18,4918,-3091.71,80.097,-,0,-24,0股,-38.6%,50335.2,9.77%
2022-08-22,股票,海航科技(600751.XSHG),多,2200股,2200股,2.6,5720,-440,2.8,-,0,44,0股,-7.14%,50335.2,11.36%
2022-08-22,股票,振东制药(300158.XSHE),多,900股,900股,5.87,5283,-603,6.54,-,0,-90,0股,-10.24%,50335.2,10.5%
2022-08-22,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.7,5640,204,4.53,-,0,60,0股,3.75%,50335.2,11.2%
2022-08-22,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.67,5604,192,4.51,-,0,36,0股,3.55%,50335.2,11.13%
2022-08-22,,Cash,,,,,16315.2,,,,,,,,0
2022-08-23,股票,中远海控(601919.XSHG),多,500股,500股,13.72,6860,-326.67,14.373,-,0,5,0股,-4.55%,50186.2,13.67%
2022-08-23,股票,九安医疗(002432.XSHE),多,100股,100股,50.29,5029,-2980.71,80.097,-,0,111,0股,-37.21%,50186.2,10.02%
2022-08-23,股票,海航科技(600751.XSHG),多,2200股,2200股,2.62,5764,-396,2.8,-,0,44,0股,-6.43%,50186.2,11.49%
2022-08-23,股票,振东制药(300158.XSHE),多,900股,900股,5.78,5202,-684,6.54,-,0,-81,0股,-11.62%,50186.2,10.37%
2022-08-23,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.65,5580,144,4.53,-,0,-60,0股,2.65%,50186.2,11.12%
2022-08-23,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.53,5436,24,4.51,-,0,-168,0股,0.44%,50186.2,10.83%
2022-08-23,,Cash,,,,,16315.2,,,,,,,,0
2022-08-24,股票,中远海控(601919.XSHG),多,500股,500股,13.61,6805,-381.67,14.373,-,0,-55,0股,-5.31%,49425.2,13.77%
2022-08-24,股票,九安医疗(002432.XSHE),多,100股,100股,48.48,4848,-3161.71,80.097,-,0,-181,0股,-39.47%,49425.2,9.81%
2022-08-24,股票,海航科技(600751.XSHG),多,2200股,2200股,2.56,5632,-528,2.8,-,0,-132,0股,-8.57%,49425.2,11.39%
2022-08-24,股票,振东制药(300158.XSHE),多,900股,900股,5.61,5049,-837,6.54,-,0,-153,0股,-14.22%,49425.2,10.22%
2022-08-24,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.59,5508,72,4.53,-,0,-72,0股,1.32%,49425.2,11.14%
2022-08-24,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.39,5268,-144,4.51,-,0,-168,0股,-2.66%,49425.2,10.66%
2022-08-24,,Cash,,,,,16315.2,,,,,,,,0
2022-08-25,股票,中远海控(601919.XSHG),多,500股,500股,14.07,7035,-151.67,14.373,-,0,230,0股,-2.11%,49857.2,14.11%
2022-08-25,股票,九安医疗(002432.XSHE),多,100股,100股,48.1,4810,-3199.71,80.097,-,0,-38,0股,-39.95%,49857.2,9.65%
2022-08-25,股票,海航科技(600751.XSHG),多,2200股,2200股,2.62,5764,-396,2.8,-,0,132,0股,-6.43%,49857.2,11.56%
2022-08-25,股票,振东制药(300158.XSHE),多,900股,900股,5.57,5013,-873,6.54,-,0,-36,0股,-14.83%,49857.2,10.05%
2022-08-25,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.67,5604,168,4.53,-,0,96,0股,3.09%,49857.2,11.24%
2022-08-25,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.43,5316,-96,4.51,-,0,48,0股,-1.77%,49857.2,10.66%
2022-08-25,,Cash,,,,,16315.2,,,,,,,,0
2022-08-26,股票,中远海控(601919.XSHG),多,500股,500股,13.78,6890,-296.67,14.373,-,0,-145,0股,-4.13%,49395.2,13.95%
2022-08-26,股票,九安医疗(002432.XSHE),多,100股,100股,48.09,4809,-3200.71,80.097,-,0,-1,0股,-39.96%,49395.2,9.74%
2022-08-26,股票,海航科技(600751.XSHG),多,2200股,2200股,2.58,5676,-484,2.8,-,0,-88,0股,-7.86%,49395.2,11.49%
2022-08-26,股票,振东制药(300158.XSHE),多,900股,900股,5.49,4941,-945,6.54,-,0,-72,0股,-16.06%,49395.2,10%
2022-08-26,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.58,5496,60,4.53,-,0,-108,0股,1.1%,49395.2,11.13%
2022-08-26,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.39,5268,-144,4.51,-,0,-48,0股,-2.66%,49395.2,10.67%
2022-08-26,,Cash,,,,,16315.2,,,,,,,,0
2022-08-29,股票,中远海控(601919.XSHG),多,500股,500股,13.6,6800,-386.67,14.373,-,0,-90,0股,-5.38%,49540.2,13.73%
2022-08-29,股票,九安医疗(002432.XSHE),多,100股,100股,49.27,4927,-3082.71,80.097,-,0,118,0股,-38.49%,49540.2,9.95%
2022-08-29,股票,海航科技(600751.XSHG),多,2200股,2200股,2.64,5808,-352,2.8,-,0,132,0股,-5.71%,49540.2,11.72%
2022-08-29,股票,振东制药(300158.XSHE),多,900股,900股,5.54,4986,-900,6.54,-,0,45,0股,-15.29%,49540.2,10.06%
2022-08-29,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.56,5472,36,4.53,-,0,-24,0股,0.66%,49540.2,11.05%
2022-08-29,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.36,5232,-180,4.51,-,0,-36,0股,-3.33%,49540.2,10.56%
2022-08-29,,Cash,,,,,16315.2,,,,,,,,0
2022-08-30,股票,中远海控(601919.XSHG),多,500股,500股,14.41,7205,18.33,14.373,-,0,405,0股,0.26%,50273.2,14.33%
2022-08-30,股票,九安医疗(002432.XSHE),多,100股,100股,53.35,5335,-2674.71,80.097,-,0,408,0股,-33.39%,50273.2,10.61%
2022-08-30,股票,海航科技(600751.XSHG),多,2200股,2200股,2.65,5830,-330,2.8,-,0,22,0股,-5.36%,50273.2,11.6%
2022-08-30,股票,振东制药(300158.XSHE),多,900股,900股,5.52,4968,-918,6.54,-,0,-18,0股,-15.6%,50273.2,9.88%
2022-08-30,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.51,5412,-24,4.53,-,0,-60,0股,-0.44%,50273.2,10.77%
2022-08-30,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.34,5208,-204,4.51,-,0,-24,0股,-3.77%,50273.2,10.36%
2022-08-30,,Cash,,,,,16315.2,,,,,,,,0
2022-08-31,股票,中远海控(601919.XSHG),多,500股,500股,14.2,7100,-86.67,14.373,-,0,-105,0股,-1.21%,49509.2,14.34%
2022-08-31,股票,九安医疗(002432.XSHE),多,100股,100股,50.24,5024,-2985.71,80.097,-,0,-311,0股,-37.28%,49509.2,10.15%
2022-08-31,股票,海航科技(600751.XSHG),多,2200股,2200股,2.59,5698,-462,2.8,-,0,-132,0股,-7.5%,49509.2,11.51%
2022-08-31,股票,振东制药(300158.XSHE),多,900股,900股,5.44,4896,-990,6.54,-,0,-72,0股,-16.82%,49509.2,9.89%
2022-08-31,股票,华菱钢铁(000932.XSHE),多,1200股,1200股,4.46,5352,-84,4.53,-,0,-60,0股,-1.55%,49509.2,10.81%
2022-08-31,股票,新钢股份(600782.XSHG),多,1200股,1200股,4.27,5124,-288,4.51,-,0,-84,0股,-5.32%,49509.2,10.35%
2022-08-31,,Cash,,,,,16315.2,,,,,,,,0
2022-09-01,股票,中远海控(601919.XSHG),多,400股,400股,13.7,5480,-269.33,14.373,-,0,-200,0股,-4.68%,49602.32,11.05%
2022-09-01,股票,九安医疗(002432.XSHE),多,100股,100股,53.98,5398,-2611.71,80.097,-,0,374,0股,-32.61%,49602.32,10.88%
2022-09-01,股票,海航科技(600751.XSHG),多,2200股,2200股,2.57,5654,-506,2.8,-,0,-44,0股,-8.21%,49602.32,11.4%
2022-09-01,股票,振东制药(300158.XSHE),多,1000股,900股,5.45,5450,-981,6.431,-,0,9,100股,-15.25%,49602.32,10.99%
2022-09-01,股票,华夏银行(600015.XSHG),多,1000股,0股,5.16,5160,-10,5.17,-,0,-10,1000股,-0.19%,49602.32,10.4%
2022-09-01,股票,贵阳银行(601997.XSHG),多,900股,0股,5.63,5067,27,5.6,-,0,27,900股,0.54%,49602.32,10.22%
2022-09-01,,Cash,,,,,17393.32,,,,,,,,0
2022-09-02,股票,中远海控(601919.XSHG),多,400股,400股,13.33,5332,-417.33,14.373,-,0,-148,0股,-7.26%,49481.32,10.78%
2022-09-02,股票,九安医疗(002432.XSHE),多,100股,100股,53.48,5348,-2661.71,80.097,-,0,-50,0股,-33.23%,49481.32,10.81%
2022-09-02,股票,海航科技(600751.XSHG),多,2200股,2200股,2.6,5720,-440,2.8,-,0,66,0股,-7.14%,49481.32,11.56%
2022-09-02,股票,振东制药(300158.XSHE),多,1000股,1000股,5.48,5480,-951,6.431,-,0,30,0股,-14.79%,49481.32,11.07%
2022-09-02,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.15,5150,-20,5.17,-,0,-10,0股,-0.39%,49481.32,10.41%
2022-09-02,股票,贵阳银行(601997.XSHG),多,900股,900股,5.62,5058,18,5.6,-,0,-9,0股,0.36%,49481.32,10.22%
2022-09-02,,Cash,,,,,17393.32,,,,,,,,0
2022-09-05,股票,中远海控(601919.XSHG),多,400股,400股,13.24,5296,-453.33,14.373,-,0,-36,0股,-7.88%,49360.32,10.73%
2022-09-05,股票,九安医疗(002432.XSHE),多,100股,100股,51.39,5139,-2870.71,80.097,-,0,-209,0股,-35.84%,49360.32,10.41%
2022-09-05,股票,海航科技(600751.XSHG),多,2200股,2200股,2.63,5786,-374,2.8,-,0,66,0股,-6.07%,49360.32,11.72%
2022-09-05,股票,振东制药(300158.XSHE),多,1000股,1000股,5.45,5450,-981,6.431,-,0,-30,0股,-15.25%,49360.32,11.04%
2022-09-05,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.22,5220,50,5.17,-,0,70,0股,0.97%,49360.32,10.58%
2022-09-05,股票,贵阳银行(601997.XSHG),多,900股,900股,5.64,5076,36,5.6,-,0,18,0股,0.71%,49360.32,10.28%
2022-09-05,,Cash,,,,,17393.32,,,,,,,,0
2022-09-06,股票,中远海控(601919.XSHG),多,400股,400股,13.39,5356,-393.33,14.373,-,0,60,0股,-6.84%,49530.32,10.81%
2022-09-06,股票,九安医疗(002432.XSHE),多,100股,100股,51.56,5156,-2853.71,80.097,-,0,17,0股,-35.63%,49530.32,10.41%
2022-09-06,股票,海航科技(600751.XSHG),多,2200股,2200股,2.64,5808,-352,2.8,-,0,22,0股,-5.71%,49530.32,11.73%
2022-09-06,股票,振东制药(300158.XSHE),多,1000股,1000股,5.55,5550,-881,6.431,-,0,100,0股,-13.7%,49530.32,11.21%
2022-09-06,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.2,5200,30,5.17,-,0,-20,0股,0.58%,49530.32,10.5%
2022-09-06,股票,贵阳银行(601997.XSHG),多,900股,900股,5.63,5067,27,5.6,-,0,-9,0股,0.54%,49530.32,10.23%
2022-09-06,,Cash,,,,,17393.32,,,,,,,,0
2022-09-07,股票,中远海控(601919.XSHG),多,400股,400股,13.44,5376,-373.33,14.373,-,0,20,0股,-6.49%,49397.32,10.88%
2022-09-07,股票,九安医疗(002432.XSHE),多,100股,100股,50.92,5092,-2917.71,80.097,-,0,-64,0股,-36.43%,49397.32,10.31%
2022-09-07,股票,海航科技(600751.XSHG),多,2200股,2200股,2.64,5808,-352,2.8,-,0,0,0股,-5.71%,49397.32,11.76%
2022-09-07,股票,振东制药(300158.XSHE),多,1000股,1000股,5.49,5490,-941,6.431,-,0,-60,0股,-14.63%,49397.32,11.11%
2022-09-07,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.18,5180,10,5.17,-,0,-20,0股,0.19%,49397.32,10.49%
2022-09-07,股票,贵阳银行(601997.XSHG),多,900股,900股,5.62,5058,18,5.6,-,0,-9,0股,0.36%,49397.32,10.24%
2022-09-07,,Cash,,,,,17393.32,,,,,,,,0
2022-09-08,股票,中远海控(601919.XSHG),多,400股,400股,13.26,5304,-445.33,14.373,-,0,-72,0股,-7.75%,49005.32,10.82%
2022-09-08,股票,九安医疗(002432.XSHE),多,100股,100股,49.32,4932,-3077.71,80.097,-,0,-160,0股,-38.42%,49005.32,10.06%
2022-09-08,股票,海航科技(600751.XSHG),多,2200股,2200股,2.6,5720,-440,2.8,-,0,-88,0股,-7.14%,49005.32,11.67%
2022-09-08,股票,振东制药(300158.XSHE),多,1000股,1000股,5.39,5390,-1041,6.431,-,0,-100,0股,-16.19%,49005.32,11%
2022-09-08,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.19,5190,20,5.17,-,0,10,0股,0.39%,49005.32,10.59%
2022-09-08,股票,贵阳银行(601997.XSHG),多,900股,900股,5.64,5076,36,5.6,-,0,18,0股,0.71%,49005.32,10.36%
2022-09-08,,Cash,,,,,17393.32,,,,,,,,0
2022-09-09,股票,中远海控(601919.XSHG),多,400股,400股,13.29,5316,-433.33,14.373,-,0,12,0股,-7.54%,49256.32,10.79%
2022-09-09,股票,九安医疗(002432.XSHE),多,100股,100股,49.73,4973,-3036.71,80.097,-,0,41,0股,-37.91%,49256.32,10.1%
2022-09-09,股票,海航科技(600751.XSHG),多,2200股,2200股,2.61,5742,-418,2.8,-,0,22,0股,-6.79%,49256.32,11.66%
2022-09-09,股票,振东制药(300158.XSHE),多,1000股,1000股,5.48,5480,-951,6.431,-,0,90,0股,-14.79%,49256.32,11.13%
2022-09-09,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.24,5240,70,5.17,-,0,50,0股,1.35%,49256.32,10.64%
2022-09-09,股票,贵阳银行(601997.XSHG),多,900股,900股,5.68,5112,72,5.6,-,0,36,0股,1.43%,49256.32,10.38%
2022-09-09,,Cash,,,,,17393.32,,,,,,,,0
2022-09-13,股票,中远海控(601919.XSHG),多,400股,400股,13.26,5304,-445.33,14.373,-,0,-12,0股,-7.75%,49179.32,10.79%
2022-09-13,股票,九安医疗(002432.XSHE),多,100股,100股,49.42,4942,-3067.71,80.097,-,0,-31,0股,-38.3%,49179.32,10.05%
2022-09-13,股票,海航科技(600751.XSHG),多,2200股,2200股,2.59,5698,-462,2.8,-,0,-44,0股,-7.5%,49179.32,11.59%
2022-09-13,股票,振东制药(300158.XSHE),多,1000股,1000股,5.5,5500,-931,6.431,-,0,20,0股,-14.48%,49179.32,11.18%
2022-09-13,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.23,5230,60,5.17,-,0,-10,0股,1.16%,49179.32,10.63%
2022-09-13,股票,贵阳银行(601997.XSHG),多,900股,900股,5.68,5112,72,5.6,-,0,0,0股,1.43%,49179.32,10.39%
2022-09-13,,Cash,,,,,17393.32,,,,,,,,0
2022-09-14,股票,中远海控(601919.XSHG),多,400股,400股,13.12,5248,-501.33,14.373,-,0,-56,0股,-8.72%,48893.32,10.73%
2022-09-14,股票,九安医疗(002432.XSHE),多,100股,100股,48.52,4852,-3157.71,80.097,-,0,-90,0股,-39.42%,48893.32,9.92%
2022-09-14,股票,海航科技(600751.XSHG),多,2200股,2200股,2.58,5676,-484,2.8,-,0,-22,0股,-7.86%,48893.32,11.61%
2022-09-14,股票,振东制药(300158.XSHE),多,1000股,1000股,5.44,5440,-991,6.431,-,0,-60,0股,-15.41%,48893.32,11.13%
2022-09-14,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.19,5190,20,5.17,-,0,-40,0股,0.39%,48893.32,10.61%
2022-09-14,股票,贵阳银行(601997.XSHG),多,900股,900股,5.66,5094,54,5.6,-,0,-18,0股,1.07%,48893.32,10.42%
2022-09-14,,Cash,,,,,17393.32,,,,,,,,0
2022-09-15,股票,中远海控(601919.XSHG),多,400股,400股,12.93,5172,-577.33,14.373,-,0,-76,0股,-10.04%,48542.32,10.65%
2022-09-15,股票,九安医疗(002432.XSHE),多,100股,100股,47.04,4704,-3305.71,80.097,-,0,-148,0股,-41.27%,48542.32,9.69%
2022-09-15,股票,海航科技(600751.XSHG),多,2200股,2200股,2.55,5610,-550,2.8,-,0,-66,0股,-8.93%,48542.32,11.56%
2022-09-15,股票,振东制药(300158.XSHE),多,1000股,1000股,5.32,5320,-1111,6.431,-,0,-120,0股,-17.28%,48542.32,10.96%
2022-09-15,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.24,5240,70,5.17,-,0,50,0股,1.35%,48542.32,10.79%
2022-09-15,股票,贵阳银行(601997.XSHG),多,900股,900股,5.67,5103,63,5.6,-,0,9,0股,1.25%,48542.32,10.51%
2022-09-15,,Cash,,,,,17393.32,,,,,,,,0
2022-09-16,股票,中远海控(601919.XSHG),多,400股,400股,12.56,5024,-725.33,14.373,-,0,-148,0股,-12.62%,47648.32,10.54%
2022-09-16,股票,九安医疗(002432.XSHE),多,100股,100股,45.59,4559,-3450.71,80.097,-,0,-145,0股,-43.08%,47648.32,9.57%
2022-09-16,股票,海航科技(600751.XSHG),多,2200股,2200股,2.47,5434,-726,2.8,-,0,-176,0股,-11.79%,47648.32,11.4%
2022-09-16,股票,振东制药(300158.XSHE),多,1000股,1000股,5.14,5140,-1291,6.431,-,0,-180,0股,-20.07%,47648.32,10.79%
2022-09-16,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.13,5130,-40,5.17,-,0,-110,0股,-0.77%,47648.32,10.77%
2022-09-16,股票,贵阳银行(601997.XSHG),多,900股,900股,5.52,4968,-72,5.6,-,0,-135,0股,-1.43%,47648.32,10.43%
2022-09-16,,Cash,,,,,17393.32,,,,,,,,0
2022-09-19,股票,中远海控(601919.XSHG),多,400股,400股,12.13,4852,-897.33,14.373,-,0,-172,0股,-15.61%,47269.32,10.26%
2022-09-19,股票,九安医疗(002432.XSHE),多,100股,100股,44.49,4449,-3560.71,80.097,-,0,-110,0股,-44.45%,47269.32,9.41%
2022-09-19,股票,海航科技(600751.XSHG),多,2200股,2200股,2.44,5368,-792,2.8,-,0,-66,0股,-12.86%,47269.32,11.36%
2022-09-19,股票,振东制药(300158.XSHE),多,1000股,1000股,5.09,5090,-1341,6.431,-,0,-50,0股,-20.85%,47269.32,10.77%
2022-09-19,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.14,5140,-30,5.17,-,0,10,0股,-0.58%,47269.32,10.87%
2022-09-19,股票,贵阳银行(601997.XSHG),多,900股,900股,5.53,4977,-63,5.6,-,0,9,0股,-1.25%,47269.32,10.53%
2022-09-19,,Cash,,,,,17393.32,,,,,,,,0
2022-09-20,股票,中远海控(601919.XSHG),多,400股,400股,12.22,4888,-861.33,14.373,-,0,36,0股,-14.98%,47430.32,10.31%
2022-09-20,股票,九安医疗(002432.XSHE),多,100股,100股,45.29,4529,-3480.71,80.097,-,0,80,0股,-43.46%,47430.32,9.55%
2022-09-20,股票,海航科技(600751.XSHG),多,2200股,2200股,2.45,5390,-770,2.8,-,0,22,0股,-12.5%,47430.32,11.36%
2022-09-20,股票,振东制药(300158.XSHE),多,1000股,1000股,5.17,5170,-1261,6.431,-,0,80,0股,-19.61%,47430.32,10.9%
2022-09-20,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.11,5110,-60,5.17,-,0,-30,0股,-1.16%,47430.32,10.77%
2022-09-20,股票,贵阳银行(601997.XSHG),多,900股,900股,5.5,4950,-90,5.6,-,0,-27,0股,-1.79%,47430.32,10.44%
2022-09-20,,Cash,,,,,17393.32,,,,,,,,0
2022-09-21,股票,中远海控(601919.XSHG),多,400股,400股,12.41,4964,-785.33,14.373,-,0,76,0股,-13.66%,47722.32,10.4%
2022-09-21,股票,九安医疗(002432.XSHE),多,100股,100股,45.11,4511,-3498.71,80.097,-,0,-18,0股,-43.68%,47722.32,9.45%
2022-09-21,股票,海航科技(600751.XSHG),多,2200股,2200股,2.51,5522,-638,2.8,-,0,132,0股,-10.36%,47722.32,11.57%
2022-09-21,股票,振东制药(300158.XSHE),多,1000股,1000股,5.18,5180,-1251,6.431,-,0,10,0股,-19.45%,47722.32,10.85%
2022-09-21,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.13,5130,-40,5.17,-,0,20,0股,-0.77%,47722.32,10.75%
2022-09-21,股票,贵阳银行(601997.XSHG),多,900股,900股,5.58,5022,-18,5.6,-,0,72,0股,-0.36%,47722.32,10.52%
2022-09-21,,Cash,,,,,17393.32,,,,,,,,0
2022-09-22,股票,中远海控(601919.XSHG),多,400股,400股,12.27,4908,-841.33,14.373,-,0,-56,0股,-14.63%,47349.32,10.37%
2022-09-22,股票,九安医疗(002432.XSHE),多,100股,100股,44.31,4431,-3578.71,80.097,-,0,-80,0股,-44.68%,47349.32,9.36%
2022-09-22,股票,海航科技(600751.XSHG),多,2200股,2200股,2.47,5434,-726,2.8,-,0,-88,0股,-11.79%,47349.32,11.48%
2022-09-22,股票,振东制药(300158.XSHE),多,1000股,1000股,5.06,5060,-1371,6.431,-,0,-120,0股,-21.32%,47349.32,10.69%
2022-09-22,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.11,5110,-60,5.17,-,0,-20,0股,-1.16%,47349.32,10.79%
2022-09-22,股票,贵阳银行(601997.XSHG),多,900股,900股,5.57,5013,-27,5.6,-,0,-9,0股,-0.54%,47349.32,10.59%
2022-09-22,,Cash,,,,,17393.32,,,,,,,,0
2022-09-23,股票,中远海控(601919.XSHG),多,400股,400股,11.97,4788,-961.33,14.373,-,0,-120,0股,-16.72%,47085.32,10.17%
2022-09-23,股票,九安医疗(002432.XSHE),多,100股,100股,43.3,4330,-3679.71,80.097,-,0,-101,0股,-45.94%,47085.32,9.2%
2022-09-23,股票,海航科技(600751.XSHG),多,2200股,2200股,2.47,5434,-726,2.8,-,0,0,0股,-11.79%,47085.32,11.54%
2022-09-23,股票,振东制药(300158.XSHE),多,1000股,1000股,4.96,4960,-1471,6.431,-,0,-100,0股,-22.87%,47085.32,10.53%
2022-09-23,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.14,5140,-30,5.17,-,0,30,0股,-0.58%,47085.32,10.92%
2022-09-23,股票,贵阳银行(601997.XSHG),多,900股,900股,5.6,5040,0,5.6,-,0,27,0股,0%,47085.32,10.7%
2022-09-23,,Cash,,,,,17393.32,,,,,,,,0
2022-09-26,股票,中远海控(601919.XSHG),多,400股,400股,11.26,4504,-1245.33,14.373,-,0,-284,0股,-21.66%,46186.32,9.75%
2022-09-26,股票,九安医疗(002432.XSHE),多,100股,100股,42.7,4270,-3739.71,80.097,-,0,-60,0股,-46.69%,46186.32,9.25%
2022-09-26,股票,海航科技(600751.XSHG),多,2200股,2200股,2.35,5170,-990,2.8,-,0,-264,0股,-16.07%,46186.32,11.19%
2022-09-26,股票,振东制药(300158.XSHE),多,1000股,1000股,4.82,4820,-1611,6.431,-,0,-140,0股,-25.05%,46186.32,10.44%
2022-09-26,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.07,5070,-100,5.17,-,0,-70,0股,-1.93%,46186.32,10.98%
2022-09-26,股票,贵阳银行(601997.XSHG),多,900股,900股,5.51,4959,-81,5.6,-,0,-81,0股,-1.61%,46186.32,10.74%
2022-09-26,,Cash,,,,,17393.32,,,,,,,,0
2022-09-27,股票,中远海控(601919.XSHG),多,400股,400股,11.34,4536,-1213.33,14.373,-,0,32,0股,-21.1%,46650.32,9.72%
2022-09-27,股票,九安医疗(002432.XSHE),多,100股,100股,43.67,4367,-3642.71,80.097,-,0,97,0股,-45.48%,46650.32,9.36%
2022-09-27,股票,海航科技(600751.XSHG),多,2200股,2200股,2.39,5258,-902,2.8,-,0,88,0股,-14.64%,46650.32,11.27%
2022-09-27,股票,振东制药(300158.XSHE),多,1000股,1000股,5.02,5020,-1411,6.431,-,0,200,0股,-21.94%,46650.32,10.76%
2022-09-27,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.09,5090,-80,5.17,-,0,20,0股,-1.55%,46650.32,10.91%
2022-09-27,股票,贵阳银行(601997.XSHG),多,900股,900股,5.54,4986,-54,5.6,-,0,27,0股,-1.07%,46650.32,10.69%
2022-09-27,,Cash,,,,,17393.32,,,,,,,,0
2022-09-28,股票,中远海控(601919.XSHG),多,400股,400股,11.05,4420,-1329.33,14.373,-,0,-116,0股,-23.12%,46433.32,9.52%
2022-09-28,股票,九安医疗(002432.XSHE),多,100股,100股,45,4500,-3509.71,80.097,-,0,133,0股,-43.82%,46433.32,9.69%
2022-09-28,股票,海航科技(600751.XSHG),多,2200股,2200股,2.35,5170,-990,2.8,-,0,-88,0股,-16.07%,46433.32,11.13%
2022-09-28,股票,振东制药(300158.XSHE),多,1000股,1000股,4.92,4920,-1511,6.431,-,0,-100,0股,-23.5%,46433.32,10.6%
2022-09-28,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.08,5080,-90,5.17,-,0,-10,0股,-1.74%,46433.32,10.94%
2022-09-28,股票,贵阳银行(601997.XSHG),多,900股,900股,5.5,4950,-90,5.6,-,0,-36,0股,-1.79%,46433.32,10.66%
2022-09-28,,Cash,,,,,17393.32,,,,,,,,0
2022-09-29,股票,中远海控(601919.XSHG),多,400股,400股,11.08,4432,-1317.33,14.373,-,0,12,0股,-22.91%,45986.32,9.64%
2022-09-29,股票,九安医疗(002432.XSHE),多,100股,100股,43.99,4399,-3610.71,80.097,-,0,-101,0股,-45.08%,45986.32,9.57%
2022-09-29,股票,海航科技(600751.XSHG),多,2200股,2200股,2.27,4994,-1166,2.8,-,0,-176,0股,-18.93%,45986.32,10.86%
2022-09-29,股票,振东制药(300158.XSHE),多,1000股,1000股,4.86,4860,-1571,6.431,-,0,-60,0股,-24.43%,45986.32,10.57%
2022-09-29,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.03,5030,-140,5.17,-,0,-50,0股,-2.71%,45986.32,10.94%
2022-09-29,股票,贵阳银行(601997.XSHG),多,900股,900股,5.42,4878,-162,5.6,-,0,-72,0股,-3.21%,45986.32,10.61%
2022-09-29,,Cash,,,,,17393.32,,,,,,,,0
2022-09-30,股票,中远海控(601919.XSHG),多,400股,400股,11.02,4408,-1341.33,14.373,-,0,-24,0股,-23.33%,46012.32,9.58%
2022-09-30,股票,九安医疗(002432.XSHE),多,100股,100股,43.47,4347,-3662.71,80.097,-,0,-52,0股,-45.73%,46012.32,9.45%
2022-09-30,股票,海航科技(600751.XSHG),多,2200股,2200股,2.28,5016,-1144,2.8,-,0,22,0股,-18.57%,46012.32,10.9%
2022-09-30,股票,振东制药(300158.XSHE),多,1000股,1000股,4.94,4940,-1491,6.431,-,0,80,0股,-23.18%,46012.32,10.74%
2022-09-30,股票,华夏银行(600015.XSHG),多,1000股,1000股,5.03,5030,-140,5.17,-,0,0,0股,-2.71%,46012.32,10.93%
2022-09-30,股票,贵阳银行(601997.XSHG),多,900股,900股,5.42,4878,-162,5.6,-,0,0,0股,-3.21%,46012.32,10.6%
2022-09-30,,Cash,,,,,17393.32,,,,,,,,0
2022-10-10,股票,中远海控(601919.XSHG),多,500股,400股,10.9,5450,-1416.33,13.733,-,0,-75,100股,-20.63%,45559.42,11.96%
2022-10-10,股票,九安医疗(002432.XSHE),多,100股,100股,42.8,4280,-3729.71,80.097,-,0,-67,0股,-46.56%,45559.42,9.39%
